Age,Author,Author_Info,Binding,Brand,Dimensions (L X B X H),Edition,Editor,Exam,Group,Image,Imprint,ISBN_10,ISBN_13,Language,Model,Name,Pages,Price,Product_Code_1,Product_Code_2,Publication_Month,Publication_Year,Publisher,Series_Name,Type,Unique_Id,University,Weight_Gram
,['Tami Hoag'],,Paperback,Random House,,2,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553591446_44120/0x1920/70/0.jpg,Bantam Press,553591444,9780553591446,English,4244,Heart Of Dixie,288,416,9780553591446_44120,13587974,,2008,Random House,,Bestseller Books,9711331d3e9d6883a5ec4d9c6422bbf1,,410
,['Danielle Steel'],,Paperback,Transworld Publishers,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780552165891_20567/0x1920/70/0.jpg,Corgi,552165891,9780552165891,English,6216,Perfect Life,368,399,9780552165891_20567,29545536,,2015,Transworld Publishers,,Bestseller Books,9c958ff1564bec8e4c392849f803b855,,381
,,,Paperback,Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780008140168_95913/0x1920/70/0.jpg,,8140162,9780008140168,English,12961,Paulo Coelho The Golden Collection,2848,2999,9780008140168_95913,23104384,,2015,Books,,Bestseller Books,ee815b21e85386cfc720885043aa7d7d,,500
,['Christopher Reich'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440241423_44120/0x1920/70/0.jpg,Dell Books,440241421,9780440241423,English,8095,The Devil's Banker,,462,9780440241423_44120,12136614,,2004,,,Bestseller Books,e3d3261619c9f22a48240608c6785d65,,500
,['John Grisham'],,Paperback,Dell,7.5 X 1 X 1.25 Inch,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345531971_44120/0x1920/70/0.jpg,Dell,345531973,9780345531971,English,1758,The Brethren,448,554,9780345531971_44120,10046244,,2012,CRC Press,,Bestseller Books,b6409cddb3bc551cb0e296bde7575996,,500
,['Taylor Stevens'],,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780099588832_154876/0x1920/70/0.jpg,Arrow,99588838,9780099588832,English,4244,The Innocent,352,485,9780099588832_154876,32878233,,2014,Pan Macmillan,,Bestseller Books,9ba274bb1470e7771b2f872990444e2e,,395
,['Jude Deveraux'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345541819_44120/0x1920/70/0.jpg,Ballantine Books,345541812,9780345541819,English,8095,True Love,,462,9780345541819_44120,13669961,,2014,Random House Publishing Group,,Bestseller Books,e9b2c1a9f95d7cb687b2c1ce93c146da,,500
,['Erin Hunter'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780062367105_225808/0x1920/70/0.JPG,HarperCollins,62367102,9780062367105,English,5789,Warriors: Power of Three #3: Outcast,368,250,9780062367105_225808,44858122,,2015,Harper Collins Publishers India,,Bestseller Books,610a3568412a2288580291f0918ceb73,,500
,['Richa Lakhera'],,Paperback,Vsp International Science Publishers,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788129134806_20038/0x1920/70/9.jpg,,8129134802,9788129134806,English,12413,Item Girl,311,195,9788129134806_20038,6130321,,2014,Vsp International Science Publishers,,Bestseller Books,0c29088aaee7e7a716b35883896fa752,,500
,['Jude Deveraux'],,Paperback,Pocket Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781416509752_20567/0x1920/70/0.jpg,,1416509755,9781416509752,English,4754,Sanger In The Moonlight,362,325,9781416509752_20567,29544207,,2012,Pocket Books,,Bestseller Books,f18b3130c5adabe50771c96b6dcbf969,,500
,['Valeria Manferto De Fabianis'],,Hardcover,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788854402263_20567/0x1920/70/0.jpg,,8854402265,9788854402263,English,439730,Cube Book Flowers,735,1399,9788854402263_20567,2431937,,2007,WHITE STAR PUBLISHERS,,Bestseller Books,0e38e69e27794f0793068d6dba2fe1a0,,
,['Mishna Wolff'],,Hardcover,St Martins Press,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780312378967_35604/0x1920/70/0.jpg,,312378955,9780312378967,English,90405,Making Your Point,259,1679,9780312378967_35604,8574059,,2008,Lippincott Williams & Wilkins,,Bestseller Books,71dc4fc7d28e4fc816b4d9d595bba5a4,,500
,['Nora Roberts'],,Paperback,Berkley,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780425259870_44120/0x1920/70/0.jpg,Berkley Trade,425259870,9780425259870,English,11834,Blood Magic,336,879,9780425259870_44120,13663051,,2014,Berkley,,Bestseller Books,adcdb1f5761322cb987e433e7db5c7f8,,500
,['Philippa Gregory'],,Paperback,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781847374608_20567/0x1920/70/3.jpg,,1847374603,9781847374608,English,439730,The Lady Of The Rivers,512,299,9781847374608_20567,2419549,,2011,Simon & Schuster,,Bestseller Books,86247a016cd1a4a17fa3add67f3ffd8f,,
,['James Herbert'],,Paperback,Pan Macmillan UK,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780330522052_44120/0x1920/70/0.jpg,,330522043,9780330522052,English,126178,Lair,271,724,9780330522052_44120,13614007,,2010,Pan Macmillan UK,,Bestseller Books,96f04209a5c45372fec2c65fcad4ae37,,500
,['Gallenzi Alessandra'],,Paperback,Alma Books,7.99X5X0.74 Inch,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781846881282_27830/0x1920/70/0.jpg,,1846881285,9781846881282,English,10124,Bestseller,272,299,9781846881282_27830,21153195,,2012,Alma Books,,Bestseller Books,23feff8ef0571d27044ce7f07b1d67df,,281
,['Amanda Quick'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553584868_44120/0x1920/70/0.jpg,Bantam,553584863,9780553584868,English,4244,Late For The Wedding,,462,9780553584868_44120,16172763,,2004,,,Bestseller Books,e9cffc7b7a3843ff1ac823887bdc767e,,500
,['Edith Wharton'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553214222_44120/0x1920/70/0.jpg,Bantam Classics,553214225,9780553214222,English,8095,Summer,,366,9780553214222_44120,13593721,,1993,Random House Publishing Group,,Bestseller Books,07b209849dcaf9bd29193ebc04a1a554,,500
,['Evan Gottlieb'],,Paperback,Bloomsbury,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781441182531_44120/0x1920/70/0.jpg,,,9781441182531,English,6281,Walter Scott And Contemporary Theory,208,10061,9781441182531_44120,13598967,,2013,Bloomsbury,,Bestseller Books,cf6472b3cebf6c415ca18cf5ae4d290f,,500
,['Anita Nair'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351774822_225808/0x1920/70/0.jpg,HarperCollins India,9351774821,9789351774822,English,5789,Alphabet Soup For Lovers,216,350,9789351774822_225808,44860286,,2015,Harper Collins Publishers India,,Bestseller Books,e07a60821d2fde46d2335984477d252c,,500
,['Lisa Gardner'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553578683_44120/0x1920/70/0.jpg,Bantam,553578685,9780553578683,English,4244,The Third Victim,,462,9780553578683_44120,13206324,,2001,Random House,,Bestseller Books,2d5d3b1a9efabf78e2923648275c2297,,500
,,,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351067665_225808/0x1920/70/0.jpg,Harlequin,9351067661,9789351067665,English,5789,His Diamond of Convenience,192,150,9789351067665_225808,44859777,,2015,Harper Collins Publishers India,,Bestseller Books,6bd9bd670cd3599d5555d0520f78582b,,500
,['Iris Johansen'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553591675_44120/0x1920/70/0.jpg,Bantam,553591673,9780553591675,English,4244,The Golden Valkyrie,,416,9780553591675_44120,10045616,,2008,CRC Press,,Bestseller Books,95d2c4ad11ae01b8fd125a7bea56c123,,500
,['Mary Balogh'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440244226_44120/0x1920/70/0.jpg,Dell Books,440244226,9780440244226,English,8095,First Comes Marriage,,462,9780440244226_44120,13563125,,2009,Random House Publishing Group,,Bestseller Books,e736536deaec3a246078196619b750f4,,500
,['Mckellar Danica'],,Paperback,PENGUIN USA,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780452295407_44120/0x1920/70/0.jpg,,452295408,9780452295407,English,6220,Kiss My Math : Showing Pre-Algebra Who's,331,833,9780452295407_44120,13612450,,2009,PENGUIN USA,,Bestseller Books,ea53bbb8595562fdee1df23060afd251,,500
,['Paul Bracken Bracken Peg Carolyn'],,Paperback,Henry Holt And Company,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780805094213_44120/0x1920/70/0.jpg,,805092994,9780805094213,English,5908,102 Minutes,353,971,9780805094213_44120,13633591,,2001,Henry Holt And Company,,Bestseller Books,c97cc8563a05f8d16249b482962e644e,,500
,['Giuseppe Tomasi Di Lampedusa'],,Paperback,New York Review Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781590177198_44120/0x1920/70/6.jpg,NYRB Classics,1590177193,9781590177198,English,16672,The Professor And The Siren,,692,9781590177198_44120,13669001,,2014,New York Review Books,,Bestseller Books,ffd5689eb2beb6e49d074b57b4b62eac,,500
,['Jane Green'],,Paperback,Pan Macmillan India,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781447258636_191287/0x1920/70/0.jpg,Pan,1447258630,9781447258636,English,5854,Saving Grace,416,350,9781447258636_191287,38794019,,2015,Wiley India Pvt. Ltd.,,Bestseller Books,4b14388630c38ad094cac23b2fb71814,,500
,['Mizuchi Ran'],,Paperback,Seven Seas Entertainment Llc,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781626920026_44120/0x1920/70/0.jpg,,162692001,9781626920026,English,126581,Alice In The Country Of Hearts: The Mad,192,740,9781626920026_44120,13588946,,2014,Seven Seas Entertainment Llc,,Bestseller Books,a6e73ba64fff1101a6fc08065eca7ad9,,500
,,,Paperback,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780755323081_203366/0x1920/70/0.jpg,,755323084,9780755323081,English,439730,The 5th Horseman,352,547,9780755323081_203366,47158394,,,Headline Book Publishing,,Bestseller Books,f3effbac0d0096f8ee3171ab2e436c8c,,500
,['Iris Johansen'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553584387_44120/0x1920/70/0.jpg,Bantam,553584383,9780553584387,English,4244,Dead Aim,,462,9780553584387_44120,10045613,,2004,CRC Press,,Bestseller Books,7112c82fedfb7c9a94f8545388b636ac,,500
,['Catherine Alliott'],,Paperback,Penguin,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781405913928_193994/0x1920/70/0.jpg,Penguin,1405913924,9781405913928,Others,4116,My Husband Next Door,496,499,9781405913928_193994,46782569,,2014,Penguin,,Bestseller Books,2ac271f2e1e838aa8611621968803c06,,442
,['Lynsay Sands'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780062019561_225808/0x1920/70/0.JPG,Avon,62019562,9780062019561,English,5789,Always,400,350,9780062019561_225808,44857745,,2016,Harper Collins Publishers India,,Bestseller Books,b5aa6655977879bd5d8a785d2864f20f,,500
,['Lucy Stephen Hawking'],,Paperback,Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780857533265_32027/0x1920/70/1.jpg,Doubleday Childrens,,9780860000000,English,12961,George And The Unbreakable Code (Lead Title),320,499,9780857533265_32027,23520345,,2014,Books,,Bestseller Books,1c38453c157f5357b833d5e83fead713,,500
,['Fawcett S'],,Paperback,Cengage Learning,,8,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780618508532_191287/0x1920/70/0.jpg,,618508538,9780618508532,English,5591,Grassroots With Readings,448,7545,9780618508532_191287,38725797,,2005,Vintage,,Bestseller Books,aff054d1af3fe5bfcd191dea6ba08bcb,,972
,['Ha Jin'],,Paperback,Knopf Doubleday Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780307473943_44120/0x1920/70/0.jpg,Vintage,307473945,9780307473943,English,6999,A Good Fall,,787,9780307473943_44120,15345253,,2010,Knopf Doubleday Publishing Group,,Bestseller Books,7421f4a618f33ea9530e40380ca45004,,500
,['Tami Hoag'],,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553591668_44120/0x1920/70/0.jpg,Bantam Press,553591665,9780553591668,English,4244,Mismatch,304,416,9780553591668_44120,13633085,,2008,Random House,,Bestseller Books,7096bacbfa42f752da504fb15a5108f3,,602
,,,Paperback,Oxford University Press,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780755320929_21057/0x1920/70/0.jpg,,755320921,9780755320929,English,8570,The Decision,896,395,9780755320929_21057,6587359,,2012,Oxford University Press,,Bestseller Books,11080be250ecf2c5ffd097b7e7657afd,,500
,,,Paperback,Dreamtech Press,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788177226768_69888/0x1920/70/0.jpg,,8177226185,9788177226768,English,3498,Autodesk Invtor 11 For Engineers and Designer,732,549,9788177226768_69888,16335096,,2006,Dreamtech Press,,Bestseller Books,0edcf6db408cb84ee123f1301bfc7250,,500
,['Alex Kava'],,Others,Anchor,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780307947710_44120/0x1920/70/0.jpg,Anchor,307947718,97803112,English,8681,Stranded,,462,9780307947710_44120,13642044,,2014,Anchor,,Bestseller Books,dae89edcf06806b71609ff4e8360a6a3,,500
,['Iris Johansen'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553593709_44120/0x1920/70/0.jpg,Bantam,553593706,9780553593709,English,4244,White Satin,,462,9780553593709_44120,13588047,,2010,Random House,,Bestseller Books,4326ee9c99b54c1d6d0f0c9f7bf6605c,,500
,['Nora Roberts'],,Paperback,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351779186_21345/0x1920/70/0.jpg,Mills & Boon,9351779181,9789351779186,English,439730,Best Laid Plans,320,350,9789351779186_21345,51084271,,2016,Harper Collins,,Bestseller Books,dea6abd9e547379c60734baeb463a5f7,,500
,['Dave Eggers'],,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780307947512_44120/0x1920/70/0.jpg,Vintage,307947513,9780307947512,English,4244,A Hologram For The King,,831,9780307947512_44120,10045771,,2013,CRC Press,,Bestseller Books,328b101d94c3a206a5a2462b5042a841,,500
,['James Redfield'],,Paperback,Oxford University Press,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553506389_30212/0x1920/70/0.jpg,,553506382,9780553506389,English,8570,Secret Of Shambhala: In Search Of The Eleventh Insight- The,256,499,9780553506389_30212,6574065,,2000,Oxford University Press,,Bestseller Books,ad5d9f1a5fe81495b8a18c4eabb0632b,,
,['Elizabeth Forsythe Hailey'],,Paperback,Penguin Books,7.75X0.55X0.51,4,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780140274363_44120/0x1920/70/0.jpg,Penguin Books,140274367,9780140274363,English,5884,A Woman Of Independent Means,304,833,9780140274363_44120,13572167,,1998,Penguin Books,,Bestseller Books,637440bb9a6320987f05cca402d7332f,,500
,,,Paperback,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780755336807_193994/0x1920/70/0.jpg,,755336801,9780755336807,English,439730,An Absolute Scandal,896,599,9780755336807_193994,46786949,,2008,Headline Book Publishing,,Bestseller Books,479e3de4b3821ae2c15bbab793a72cb1,,500
,['Mirza Waheed'],,Hardcover,Vintage,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780670087426_27296/0x1920/70/0.jpg,Viking,670087424,9780670087426,English,3393,The Book Of Gold Leaves,352,499,9780670087426_27296,6260024,,2014,Vintage,,Bestseller Books,135ddfd30c1b6a35468882ad5096be0b,,
,['Lesley Pearse'],,Paperback,Penguin,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780241961520_193994/0x1920/70/0.jpg,Penguin,241961521,9780241961520,English,4116,Survivor,560,499,9780241961520_193994,46781435,,2014,Penguin,,Bestseller Books,b6a19bd4e36601e826999b6d3ce207f0,,383
,['Mary Balogh'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440241973_44120/0x1920/70/0.jpg,Dell Books,440241979,9780440241973,English,4244,Simply Love,,462,9780440241973_44120,13614047,,2007,Random House,,Bestseller Books,12f8f836c8cb0d8829f461bed5028639,,500
5 - 9 Years,['Anita Nair'],,Hardcover,,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788129108920_20038/0x1920/70/3.jpg,,8129108925,9788129108920,English,439730,Adventures of Nonu The Skating Squirrel,44,120,9788129108920_20038,1029774,,2006,RUPA PUBLICATIONS INDIA PVT LTD.,,Bestseller Books,f65b4463c00cb4099d89ce836a94f33a,,500
,,,Hardcover,Scholastic,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780545176163_191287/0x1920/70/0.jpg,,534945007,9780545176163,English,3512,Star Wars : A Galactic Pop Up Adventure,,2375,9780545176163_191287,38723639,,2014,Quadrille Publishing,,Bestseller Books,26ce3f7944f4e7856f4f2917f7426de9,,500
,['Fujimaru Quinrose'],,Paperback,October,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781937867683_44120/0x1920/70/0.jpg,,1937867668,9781937867683,English,94510,Alice In The Country Of Joker: Circus An,192,694,9781937867683_44120,13608710,,2013,October,,Bestseller Books,7ed67726eb37a066f77a2e6ad9c9e5d9,,500
,['Mario Puzo'],,Paperback,,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780099464747_20567/0x1920/70/6.jpg,Arrow,99464748,9780099464747,English,439730,The Family,418,399,9780099464747_20567,2189511,,2003,Arrow Books,,Bestseller Books,4e15010ffb77dfaf1448ce71ed8e97b1,,230
,['Lisa Unger'],,Others,Vintage,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780307949684_44120/0x1920/70/0.jpg,Vintage,307949680,9780307949684,English,3393,Sliver Of Truth,,462,9780307949684_44120,13610563,,2013,Vintage,,Bestseller Books,761eaff62d6ef95c2b027e98c4b2eb36,,500
,['Maya Banks'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345519474_44120/0x1920/70/0.jpg,Ballantine Books,345519477,9780345519474,English,4244,In Bed With A Highlander,,462,9780345519474_44120,13559064,,2011,Random House,,Bestseller Books,4550b6999a5652df4aee6d2d65c08817,,500
,['Glantz'],,Paperback,Tata Mcgraw - Hill Education,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780071422413_44120/0x1920/70/0.jpg,,71411054,9780071422413,English,3711,Schaum's Easy Outline Of Electric Circuits chaum's Easy Outlines,138,655,9780071422413_44120,10045886,,2004,CRC Press,,Bestseller Books,ed93f3b81dc2929fc4e482e3c6b59aac,,500
,['Jeffrey Archer'],,Paperback,HARPER COLLINS INDIA,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780330520607_27296/0x1920/70/6.jpg,,330520601,9780330520607,English,6173,And Thereby Hangs A Tale,304,350,9780330520607_27296,6258262,,2010,HARPER COLLINS INDIA,,Bestseller Books,b275d50396b6aeb63f040bb6fae85b82,,
,['Alice Walker'],,Paperback,Mariner Books,7.99 X 5 X 0.98 Inch,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780547480008_44120/0x1920/70/0.jpg,,547480008,9780547480008,English,8556,The Temple Of My Familiar,416,945,9780547480008_44120,13598605,,2010,Mariner Books,,Bestseller Books,7c2ff739750705adc987d7f405c46871,,408
,['Danielle Steel'],,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440225690_44120/0x1920/70/0.jpg,,440225698,9780440225690,English,4244,Klone And I,256,462,9780440225690_44120,13588977,,1999,Random House,,Bestseller Books,37fb62317b51e598e7522de4b72b237b,,500
,['Iris Johansen'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553592498_44120/0x1920/70/0.jpg,Bantam,553592491,9780553592498,English,4244,Everlasting,,428,9780553592498_44120,13598234,,2009,Random House,,Bestseller Books,197287fd76d351957d67a7ce0074f850,,500
